verb,polarity-tense,2.5%,25%,50%,75%,97.5%,mean,sd
notify,positive-past,0.6479509178085021,0.967690786698343,1.13760761234075,1.31039434112451,1.66542892420667,1.142023505588458,0.25825285774726164
notify,positive-future,0.49203998325890697,0.742389515815908,0.8733268151556409,1.0094052615621227,1.282959296528813,0.877439273123362,0.2007238836522007
notify,negative-past,-0.040761611995570046,0.2977951371550811,0.471737788116596,0.651660666404673,1.005571684611347,0.4745385559356015,0.26602946587533643
notify,negative-future,-0.27503452272877005,-0.003709917278027941,0.13642814922468416,0.2758780475842828,0.555011077445829,0.1377045530507445,0.21060411454194566
persuade,positive-past,-0.307958953232254,0.0144610493874008,0.18629429508606304,0.35703449637269197,0.708465921878223,0.18931380247948157,0.25847812890108873
persuade,positive-future,-0.15190541434072705,0.10720535404625163,0.2397346457537246,0.3748281405148739,0.639484594583976,0.24141631552009915,0.20056951002195422
persuade,negative-past,-1.8749506378205172,-1.533322368225981,-1.352383839731575,-1.178641599550303,-0.82557159415928,-1.3539830314458672,0.2667432084445635
persuade,negative-future,-1.292545605640911,-1.0153001019470769,-0.8763814081431363,-0.737746334028478,-0.47171518084641306,-0.8776944180789075,0.20832888929788362
regret,positive-past,0.366286186052777,0.684587923832569,0.8502879572920871,1.02245444165047,1.37654494635172,0.856499430265475,0.25634871758617483
regret,positive-future,-0.31579064178785987,-0.05502205355053691,0.08200420001985798,0.22061441802370796,0.4901432129714043,0.08275421272704064,0.20508306454932604
regret,negative-past,0.724124969573712,1.066811643406413,1.243100592751776,1.422276427048275,1.778222879619861,1.2452936815090072,0.26828447307421355
regret,negative-future,0.4381137257956821,0.7143392900502511,0.8563069770568461,0.995561336792635,1.2803400492736121,0.8561145826048141,0.2129372481579891
remember,positive-past,0.6317282271020171,0.948225392736994,1.11730222282337,1.28856948636899,1.6474666071359199,1.1213622426139882,0.2573152041480941
remember,positive-future,0.512646411000903,0.759806723204471,0.8933158181480418,1.027414059629254,1.289343733601663,0.8951258800372154,0.19889562529933355
remember,negative-past,-1.5886399092416903,-1.24662181054767,-1.0676953085197,-0.8922362373295241,-0.54609316116467,-1.0685476483698888,0.2667620732411729
remember,negative-future,-1.30882668822647,-1.033919134993569,-0.8924572986146548,-0.7516011699469151,-0.48296528343727996,-0.8938609918623379,0.21022702366421891
tell,positive-past,0.35443356575790597,0.673968887847995,0.844883620141238,1.01756576979381,1.37115761543411,0.8482163756268672,0.25840478476926826
tell,positive-future,0.25849920612177796,0.5153145996093871,0.6498701972137859,0.7877436663523809,1.065178874528998,0.6528197851906224,0.20477597204453207
tell,negative-past,-0.0795546890207578,0.27154549524866,0.447704643131722,0.6249471469729178,0.982374011964785,0.4484716611650922,0.26761684294023974
tell,negative-future,0.050514634447948015,0.32438929536876104,0.47088864201560887,0.6171506185926269,0.9043101659310899,0.4721429923606721,0.2170758887645856
think,positive-past,0.403234645042394,0.714037773887473,0.881220040527792,1.05327096621425,1.40571535215897,0.8866499797019535,0.2554948496315392
think,positive-future,0.5932826302476516,0.8455306961443432,0.978730082253491,1.1117820252920256,1.382808250005151,0.9808528742214369,0.2006689205419365
think,negative-past,-2.83718299580981,-2.483294308571989,-2.3064985176669426,-2.1344972740741204,-1.785307913813313,-2.309122606907419,0.26612367624968575
think,negative-future,-2.173795753172345,-1.8906595280162037,-1.749394535227594,-1.6086131313431782,-1.34329430335796,-1.751117725731882,0.2102770849582464
wish,positive-past,-1.80495947362218,-1.4796036397583798,-1.31242791031268,-1.1383701621206999,-0.785599601244037,-1.3080064353061835,0.2592586596299663
wish,positive-future,-0.9647163943079241,-0.7085225890681108,-0.5763532075774911,-0.4370599416954029,-0.1654030617542811,-0.5720692801397798,0.20358223871290612
wish,negative-past,-0.5031338130215771,-0.1630598970815541,0.018186091688633055,0.19364013994142004,0.5361566977453902,0.016225186001384416,0.2673408812572627
wish,negative-future,-0.6329487009789371,-0.34820525342393416,-0.2066543428849299,-0.06177765718512007,0.21239007446683988,-0.20677822960287823,0.21468357161832036
worry,positive-past,-0.513275078549776,-0.19162809464085198,-0.0173385590595711,0.15268415365484,0.506433814084989,-0.01483818424904123,0.2598404641867071
worry,positive-future,-0.3959165308416929,-0.1464303249030919,-0.012264392471719801,0.11968656352760502,0.38877532590281527,-0.011836252078599965,0.19987676588963788
worry,negative-past,-0.1800225286947263,0.15703469336461862,0.3322319981667341,0.510468754544076,0.8684391928938748,0.33454111781333384,0.26592410937342514
worry,negative-future,-0.432163278942822,-0.15700106756947407,-0.016341024000468996,0.12143912119108899,0.3980911160459984,-0.017185141680022855,0.2097591304435843
