"verb","polarity","tense","best_model","elpd_diff","se_elpd_diff"
"dissuade","positive","past","slopes","-4.72735632112591","1.36596316345402"
"dissuade","positive","future","slopes","-4.9703512303216","1.63002816248542"
"dissuade","negative","past","slopes","-1.5916936130363","3.34000771585826"
"dissuade","negative","future","slopes","-2.2864138877818","2.31671115246882"
"disprove","positive","past","slopes","-6.69351512289336","1.10930380658957"
"disprove","positive","future","slopes","-6.60600700117616","1.11205233234049"
"disprove","negative","past","slopes","-5.32739728568985","1.01178499801"
"disprove","negative","future","slopes","-2.89907779122228","2.32790084222635"
"convince","positive","past","slopes","-5.57034896426381","1.54740429238233"
"convince","positive","future","slopes","-4.83738158753099","1.56084623531655"
"convince","negative","past","slopes","-3.20064290470586","2.14741759273165"
"convince","negative","future","slopes","-5.3674956301936","1.81776251443295"
"congratulate","positive","past","slopes","-1.86183619996489","1.45961152481581"
"congratulate","positive","future","slopes","-1.66205850599704","2.58650365584169"
"congratulate","negative","past","intercepts","-10.9492293526994","5.65892341505"
"congratulate","negative","future","slopes","-2.9759084546934","2.17666564163191"
"complain","positive","past","slopes","-2.09010078508873","1.82915854115733"
"complain","positive","future","slopes","-4.76287075427631","1.94236551846251"
"complain","negative","past","slopes","-2.50619911434216","3.5356021178138"
"complain","negative","future","intercepts","-2.18591931001435","5.43625135022632"
"boast","positive","past","slopes","-1.4477381268997","1.92117554419266"
"boast","positive","future","intercepts","-3.79246808006335","2.29987415240669"
"boast","negative","past","intercepts","-7.04577063994191","5.39875710319087"
"boast","negative","future","slopes","-5.41435348548307","0.874833540158344"
"apologize","positive","past","slopes","-2.67408021026487","2.03483240300705"
"apologize","positive","future","slopes","-2.23605354622028","1.83222230282314"
"apologize","negative","past","slopes","-0.864157846042848","1.92368373652274"
"apologize","negative","future","slopes","-2.94970762872918","1.62208960248683"
