verb,polarity-tense,2.5%,25%,50%,75%,97.5%,mean,sd
think,negative-past,-0.7583704082953758,-0.48070474071808195,-0.340542809497778,-0.19936878757549498,0.06454059315420102,-0.341922803142016,0.2104504529572034
think,negative-future,-0.694302670770977,-0.41844004040031707,-0.27875159929372506,-0.135590206644512,0.13369977938119298,-0.27858785930045926,0.21095310195093522
wish,positive-past,1.89078822841785,2.25857053116229,2.44902256401602,2.6419859627689104,3.0263531213020296,2.451299605060766,0.28896408513623234
wish,positive-future,1.8430345411081492,2.1953071408547413,2.383269187636538,2.572584354070767,2.957022147895282,2.3866432770065344,0.28205994568920906
wish,negative-past,-2.09339362329864,-1.80887450741547,-1.6683929929941592,-1.5305613413690304,-1.2587647711264505,-1.671160568376909,0.2116194830498126
wish,negative-future,-2.1134550798907794,-1.8329817285670402,-1.6915431715250602,-1.5554829236942203,-1.28895902743534,-1.695005490950453,0.2091340350998885
worry,positive-past,-2.51785507347441,-2.15569919314062,-1.96192731724066,-1.7661319153293502,-1.38284715121437,-1.9597212419501093,0.28967962459496427
worry,positive-future,-2.4485428669610063,-2.0934227095411817,-1.903115356753966,-1.712572654981647,-1.3428718293926458,-1.9018275995460132,0.2816558722722542
worry,negative-past,0.03177075860951972,0.31117865771143993,0.4572332267650596,0.5972225566918801,0.8728164190170702,0.45405487291130336,0.2138167996812418
worry,negative-future,0.17317019405828993,0.4441798009941196,0.5844736097558498,0.7245744314195699,0.9893311301667298,0.5840337990630836,0.20933686856260808
