listid,participant,verb,subject,consequent,valence,question,response,task,scenario
2,44,think,doctor,want,negative,What proportion of doctors generally want their patients to get the flu?,1e-05,norming,doctor-think
2,98,think,doctor,want,negative,What proportion of doctors generally want their patients to get the flu?,1e-05,norming,doctor-think
2,61,think,doctor,want,negative,What proportion of doctors generally want their patients to get the flu?,0.03,norming,doctor-think
2,69,think,doctor,want,negative,What proportion of doctors generally want their patients to get the flu?,1e-05,norming,doctor-think
2,21,think,doctor,want,negative,What proportion of doctors generally want their patients to get the flu?,1e-05,norming,doctor-think
2,65,think,doctor,want,negative,What proportion of doctors generally want their patients to get the flu?,1e-05,norming,doctor-think
2,82,think,doctor,want,negative,What proportion of doctors generally want their patients to get the flu?,1e-05,norming,doctor-think
2,52,think,doctor,want,negative,What proportion of doctors generally want their patients to get the flu?,0.38,norming,doctor-think
2,89,think,doctor,want,negative,What proportion of doctors generally want their patients to get the flu?,0.05,norming,doctor-think
0,96,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.99999,norming,dancer-boast
0,33,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.94,norming,dancer-boast
0,2,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.9,norming,dancer-boast
0,59,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.99999,norming,dancer-boast
0,29,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.97,norming,dancer-boast
0,76,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.71,norming,dancer-boast
0,20,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.98,norming,dancer-boast
0,31,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.86,norming,dancer-boast
0,64,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.5,norming,dancer-boast
0,12,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.99999,norming,dancer-boast
0,30,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.99999,norming,dancer-boast
0,27,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.99999,norming,dancer-boast
0,34,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.99999,norming,dancer-boast
0,7,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.99999,norming,dancer-boast
0,50,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.99,norming,dancer-boast
0,71,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.99999,norming,dancer-boast
0,16,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.99999,norming,dancer-boast
0,49,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.99999,norming,dancer-boast
0,66,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.97,norming,dancer-boast
0,95,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.96,norming,dancer-boast
0,15,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.99,norming,dancer-boast
0,38,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.99999,norming,dancer-boast
0,36,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.85,norming,dancer-boast
0,45,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.99999,norming,dancer-boast
0,68,boast,dancer,want,positive,What proportion of dancers generally want their shows to sell out?,0.99999,norming,dancer-boast
2,26,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.99999,norming,bouncer-dissuade
2,51,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.99999,norming,bouncer-dissuade
2,88,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.98,norming,bouncer-dissuade
2,19,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.99999,norming,bouncer-dissuade
2,25,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.97,norming,bouncer-dissuade
2,84,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.93,norming,bouncer-dissuade
2,47,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.99999,norming,bouncer-dissuade
2,74,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.96,norming,bouncer-dissuade
2,63,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.99999,norming,bouncer-dissuade
2,62,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.99999,norming,bouncer-dissuade
2,90,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.99999,norming,bouncer-dissuade
2,85,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.99999,norming,bouncer-dissuade
2,1,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.99999,norming,bouncer-dissuade
2,37,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.97,norming,bouncer-dissuade
2,83,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.99999,norming,bouncer-dissuade
2,18,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.99999,norming,bouncer-dissuade
2,44,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.99,norming,bouncer-dissuade
2,98,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.99999,norming,bouncer-dissuade
2,61,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.98,norming,bouncer-dissuade
2,69,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.92,norming,bouncer-dissuade
2,21,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.99999,norming,bouncer-dissuade
2,65,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.96,norming,bouncer-dissuade
2,82,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.99999,norming,bouncer-dissuade
2,52,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.98,norming,bouncer-dissuade
2,89,dissuade,bouncer,want,positive,What proportion of partygoers generally want parties to start?,0.99,norming,bouncer-dissuade
0,96,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.99999,norming,curator-like
0,33,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.99999,norming,curator-like
0,2,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.91,norming,curator-like
0,59,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.99,norming,curator-like
0,29,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.88,norming,curator-like
0,76,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.99999,norming,curator-like
0,20,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.98,norming,curator-like
0,31,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.85,norming,curator-like
0,64,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.62,norming,curator-like
0,12,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.99999,norming,curator-like
0,30,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.99999,norming,curator-like
0,27,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.99999,norming,curator-like
0,34,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.99999,norming,curator-like
0,7,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.8,norming,curator-like
0,50,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.99,norming,curator-like
0,71,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.99999,norming,curator-like
0,16,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.91,norming,curator-like
0,49,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.85,norming,curator-like
0,66,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.96,norming,curator-like
0,95,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.95,norming,curator-like
0,15,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.99,norming,curator-like
0,38,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.99999,norming,curator-like
0,36,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.81,norming,curator-like
0,45,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.91,norming,curator-like
0,68,like,curator,want,positive,What proportion of curators generally want journalists to praise their exhibits?,0.99999,norming,curator-like
2,26,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,1e-05,norming,waiter-worry
2,51,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,1e-05,norming,waiter-worry
2,88,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,0.01,norming,waiter-worry
2,19,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,1e-05,norming,waiter-worry
2,25,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,0.06,norming,waiter-worry
2,84,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,0.01,norming,waiter-worry
2,47,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,1e-05,norming,waiter-worry
2,74,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,0.05,norming,waiter-worry
2,63,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,1e-05,norming,waiter-worry
2,62,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,0.05,norming,waiter-worry
2,90,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,1e-05,norming,waiter-worry
2,85,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,1e-05,norming,waiter-worry
2,1,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,1e-05,norming,waiter-worry
2,37,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,0.03,norming,waiter-worry
2,83,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,1e-05,norming,waiter-worry
2,18,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,1e-05,norming,waiter-worry
2,44,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,1e-05,norming,waiter-worry
2,98,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,1e-05,norming,waiter-worry
2,61,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,0.08,norming,waiter-worry
2,69,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,0.05,norming,waiter-worry
2,21,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,1e-05,norming,waiter-worry
2,65,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,1e-05,norming,waiter-worry
2,82,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,1e-05,norming,waiter-worry
2,52,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,0.01,norming,waiter-worry
2,89,worry,waiter,want,negative,What proportion of waiters generally want diners to hate their meals?,0.01,norming,waiter-worry
0,96,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,1e-05,norming,boss-tell
0,33,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,1e-05,norming,boss-tell
0,2,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,0.1,norming,boss-tell
0,59,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,0.04,norming,boss-tell
0,29,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,0.22,norming,boss-tell
0,76,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,0.06,norming,boss-tell
0,20,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,0.25,norming,boss-tell
0,31,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,0.3,norming,boss-tell
0,64,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,0.36,norming,boss-tell
0,12,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,0.21,norming,boss-tell
0,30,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,0.51,norming,boss-tell
0,27,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,0.04,norming,boss-tell
0,34,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,1e-05,norming,boss-tell
0,7,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,0.07,norming,boss-tell
0,50,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,0.1,norming,boss-tell
0,71,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,0.04,norming,boss-tell
0,16,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,0.4,norming,boss-tell
0,49,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,0.1,norming,boss-tell
0,66,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,0.03,norming,boss-tell
0,95,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,0.05,norming,boss-tell
0,15,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,0.25,norming,boss-tell
0,38,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,0.4,norming,boss-tell
0,36,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,0.51,norming,boss-tell
0,45,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,0.65,norming,boss-tell
0,68,tell,boss,want,negative,What proportion of bosses generally want mergers to fall through?,0.68,norming,boss-tell
0,96,regret,driver,want,negative,What proportion of drivers generally want cars to break down?,1e-05,norming,driver-regret
0,33,regret,driver,want,negative,What proportion of drivers generally want cars to break down?,1e-05,norming,driver-regret
0,2,regret,driver,want,negative,What proportion of drivers generally want cars to break down?,0.02,norming,driver-regret
0,59,regret,driver,want,negative,What proportion of drivers generally want cars to break down?,1e-05,norming,driver-regret
0,29,regret,driver,want,negative,What proportion of drivers generally want cars to break down?,1e-05,norming,driver-regret
0,76,regret,driver,want,negative,What proportion of drivers generally want cars to break down?,1e-05,norming,driver-regret
0,20,regret,driver,want,negative,What proportion of drivers generally want cars to break down?,0.02,norming,driver-regret
0,31,regret,driver,want,negative,What proportion of drivers generally want cars to break down?,1e-05,norming,driver-regret
0,64,regret,driver,want,negative,What proportion of drivers generally want cars to break down?,1e-05,norming,driver-regret
0,12,regret,driver,want,negative,What proportion of drivers generally want cars to break down?,1e-05,norming,driver-regret
0,30,regret,driver,want,negative,What proportion of drivers generally want cars to break down?,1e-05,norming,driver-regret
0,27,regret,driver,want,negative,What proportion of drivers generally want cars to break down?,1e-05,norming,driver-regret
0,34,regret,driver,want,negative,What proportion of drivers generally want cars to break down?,1e-05,norming,driver-regret
0,7,regret,driver,want,negative,What proportion of drivers generally want cars to break down?,1e-05,norming,driver-regret
0,50,regret,driver,want,negative,What proportion of drivers generally want cars to break down?,1e-05,norming,driver-regret
0,71,regret,driver,want,negative,What proportion of drivers generally want cars to break down?,1e-05,norming,driver-regret
0,16,regret,driver,want,negative,What proportion of drivers generally want cars to break down?,1e-05,norming,driver-regret
0,49,regret,driver,want,negative,What proportion of drivers generally want cars to break down?,1e-05,norming,driver-regret
