listid,participant,verb,subject,target,consequent,polarity,tense,valence,question,transitivity,response,task,scenario
22,365,convince,inspector,object,want,negative,future,negative,The inspector didn't convince the police comissioner that the thief would take the ring.How likely is it that the police comissioner wanted the thief to take the ring?,transitive,0.5,contentful,inspector-convince
22,209,convince,inspector,object,want,negative,future,negative,The inspector didn't convince the police comissioner that the thief would take the ring.How likely is it that the police comissioner wanted the thief to take the ring?,transitive,0.2,contentful,inspector-convince
22,337,convince,inspector,object,want,negative,future,negative,The inspector didn't convince the police comissioner that the thief would take the ring.How likely is it that the police comissioner wanted the thief to take the ring?,transitive,0.18,contentful,inspector-convince
22,244,convince,inspector,object,want,negative,future,negative,The inspector didn't convince the police comissioner that the thief would take the ring.How likely is it that the police comissioner wanted the thief to take the ring?,transitive,0.63,contentful,inspector-convince
22,112,convince,inspector,object,want,negative,future,negative,The inspector didn't convince the police comissioner that the thief would take the ring.How likely is it that the police comissioner wanted the thief to take the ring?,transitive,0.14,contentful,inspector-convince
22,171,convince,inspector,object,want,negative,future,negative,The inspector didn't convince the police comissioner that the thief would take the ring.How likely is it that the police comissioner wanted the thief to take the ring?,transitive,0.21,contentful,inspector-convince
22,271,convince,inspector,object,want,negative,future,negative,The inspector didn't convince the police comissioner that the thief would take the ring.How likely is it that the police comissioner wanted the thief to take the ring?,transitive,0.26,contentful,inspector-convince
22,405,convince,inspector,object,want,negative,future,negative,The inspector didn't convince the police comissioner that the thief would take the ring.How likely is it that the police comissioner wanted the thief to take the ring?,transitive,0.5,contentful,inspector-convince
22,281,convince,inspector,object,want,negative,future,negative,The inspector didn't convince the police comissioner that the thief would take the ring.How likely is it that the police comissioner wanted the thief to take the ring?,transitive,0.82,contentful,inspector-convince
22,140,convince,inspector,object,want,negative,future,negative,The inspector didn't convince the police comissioner that the thief would take the ring.How likely is it that the police comissioner wanted the thief to take the ring?,transitive,0.5,contentful,inspector-convince
15,338,convince,inspector,object,want,positive,past,negative,The inspector convinced the police comissioner that the thief had taken the ring.How likely is it that the police comissioner wanted the thief to have taken the ring?,transitive,0.09,contentful,inspector-convince
15,130,convince,inspector,object,want,positive,past,negative,The inspector convinced the police comissioner that the thief had taken the ring.How likely is it that the police comissioner wanted the thief to have taken the ring?,transitive,0.25,contentful,inspector-convince
15,293,convince,inspector,object,want,positive,past,negative,The inspector convinced the police comissioner that the thief had taken the ring.How likely is it that the police comissioner wanted the thief to have taken the ring?,transitive,0.46,contentful,inspector-convince
15,123,convince,inspector,object,want,positive,past,negative,The inspector convinced the police comissioner that the thief had taken the ring.How likely is it that the police comissioner wanted the thief to have taken the ring?,transitive,0.02,contentful,inspector-convince
15,187,convince,inspector,object,want,positive,past,negative,The inspector convinced the police comissioner that the thief had taken the ring.How likely is it that the police comissioner wanted the thief to have taken the ring?,transitive,0.5,contentful,inspector-convince
15,177,convince,inspector,object,want,positive,past,negative,The inspector convinced the police comissioner that the thief had taken the ring.How likely is it that the police comissioner wanted the thief to have taken the ring?,transitive,0.8,contentful,inspector-convince
15,108,convince,inspector,object,want,positive,past,negative,The inspector convinced the police comissioner that the thief had taken the ring.How likely is it that the police comissioner wanted the thief to have taken the ring?,transitive,0.62,contentful,inspector-convince
15,289,convince,inspector,object,want,positive,past,negative,The inspector convinced the police comissioner that the thief had taken the ring.How likely is it that the police comissioner wanted the thief to have taken the ring?,transitive,0.78,contentful,inspector-convince
15,346,convince,inspector,object,want,positive,past,negative,The inspector convinced the police comissioner that the thief had taken the ring.How likely is it that the police comissioner wanted the thief to have taken the ring?,transitive,0.99999,contentful,inspector-convince
15,213,convince,inspector,object,want,positive,past,negative,The inspector convinced the police comissioner that the thief had taken the ring.How likely is it that the police comissioner wanted the thief to have taken the ring?,transitive,0.4,contentful,inspector-convince
4,310,boast,hacker,subject,want,positive,future,negative,The hacker boasted to his ring leader that his computer virus would be thwarted.How likely is it that the hacker wanted his computer virus to be thwarted?,transitive,0.9,contentful,hacker-boast
4,419,boast,hacker,subject,want,positive,future,negative,The hacker boasted to his ring leader that his computer virus would be thwarted.How likely is it that the hacker wanted his computer virus to be thwarted?,transitive,0.64,contentful,hacker-boast
4,107,boast,hacker,subject,want,positive,future,negative,The hacker boasted to his ring leader that his computer virus would be thwarted.How likely is it that the hacker wanted his computer virus to be thwarted?,transitive,0.97,contentful,hacker-boast
4,359,boast,hacker,subject,want,positive,future,negative,The hacker boasted to his ring leader that his computer virus would be thwarted.How likely is it that the hacker wanted his computer virus to be thwarted?,transitive,0.7,contentful,hacker-boast
4,408,boast,hacker,subject,want,positive,future,negative,The hacker boasted to his ring leader that his computer virus would be thwarted.How likely is it that the hacker wanted his computer virus to be thwarted?,transitive,0.9,contentful,hacker-boast
4,259,boast,hacker,subject,want,positive,future,negative,The hacker boasted to his ring leader that his computer virus would be thwarted.How likely is it that the hacker wanted his computer virus to be thwarted?,transitive,0.99999,contentful,hacker-boast
4,286,boast,hacker,subject,want,positive,future,negative,The hacker boasted to his ring leader that his computer virus would be thwarted.How likely is it that the hacker wanted his computer virus to be thwarted?,transitive,0.84,contentful,hacker-boast
4,376,boast,hacker,subject,want,positive,future,negative,The hacker boasted to his ring leader that his computer virus would be thwarted.How likely is it that the hacker wanted his computer virus to be thwarted?,transitive,0.84,contentful,hacker-boast
4,174,boast,hacker,subject,want,positive,future,negative,The hacker boasted to his ring leader that his computer virus would be thwarted.How likely is it that the hacker wanted his computer virus to be thwarted?,transitive,0.89,contentful,hacker-boast
4,199,boast,hacker,subject,want,positive,future,negative,The hacker boasted to his ring leader that his computer virus would be thwarted.How likely is it that the hacker wanted his computer virus to be thwarted?,transitive,0.99999,contentful,hacker-boast
27,374,boast,hacker,subject,want,negative,future,negative,The hacker didn't boast to his ring leader that his computer virus would be thwarted.How likely is it that the hacker wanted his computer virus to be thwarted?,transitive,0.72,contentful,hacker-boast
27,238,boast,hacker,subject,want,negative,future,negative,The hacker didn't boast to his ring leader that his computer virus would be thwarted.How likely is it that the hacker wanted his computer virus to be thwarted?,transitive,0.54,contentful,hacker-boast
27,397,boast,hacker,subject,want,negative,future,negative,The hacker didn't boast to his ring leader that his computer virus would be thwarted.How likely is it that the hacker wanted his computer virus to be thwarted?,transitive,0.75,contentful,hacker-boast
27,356,boast,hacker,subject,want,negative,future,negative,The hacker didn't boast to his ring leader that his computer virus would be thwarted.How likely is it that the hacker wanted his computer virus to be thwarted?,transitive,0.04,contentful,hacker-boast
27,198,boast,hacker,subject,want,negative,future,negative,The hacker didn't boast to his ring leader that his computer virus would be thwarted.How likely is it that the hacker wanted his computer virus to be thwarted?,transitive,1e-05,contentful,hacker-boast
27,291,boast,hacker,subject,want,negative,future,negative,The hacker didn't boast to his ring leader that his computer virus would be thwarted.How likely is it that the hacker wanted his computer virus to be thwarted?,transitive,0.99999,contentful,hacker-boast
27,122,boast,hacker,subject,want,negative,future,negative,The hacker didn't boast to his ring leader that his computer virus would be thwarted.How likely is it that the hacker wanted his computer virus to be thwarted?,transitive,0.07,contentful,hacker-boast
27,226,boast,hacker,subject,want,negative,future,negative,The hacker didn't boast to his ring leader that his computer virus would be thwarted.How likely is it that the hacker wanted his computer virus to be thwarted?,transitive,0.1,contentful,hacker-boast
27,401,boast,hacker,subject,want,negative,future,negative,The hacker didn't boast to his ring leader that his computer virus would be thwarted.How likely is it that the hacker wanted his computer virus to be thwarted?,transitive,0.86,contentful,hacker-boast
27,300,boast,hacker,subject,want,negative,future,negative,The hacker didn't boast to his ring leader that his computer virus would be thwarted.How likely is it that the hacker wanted his computer virus to be thwarted?,transitive,0.29,contentful,hacker-boast
22,365,boast,hacker,subject,want,positive,past,negative,The hacker boasted to his ring leader that his computer virus had been thwarted.How likely is it that the hacker wanted his computer virus to have been thwarted?,transitive,0.57,contentful,hacker-boast
22,209,boast,hacker,subject,want,positive,past,negative,The hacker boasted to his ring leader that his computer virus had been thwarted.How likely is it that the hacker wanted his computer virus to have been thwarted?,transitive,0.99999,contentful,hacker-boast
22,337,boast,hacker,subject,want,positive,past,negative,The hacker boasted to his ring leader that his computer virus had been thwarted.How likely is it that the hacker wanted his computer virus to have been thwarted?,transitive,0.99999,contentful,hacker-boast
22,244,boast,hacker,subject,want,positive,past,negative,The hacker boasted to his ring leader that his computer virus had been thwarted.How likely is it that the hacker wanted his computer virus to have been thwarted?,transitive,0.13,contentful,hacker-boast
22,112,boast,hacker,subject,want,positive,past,negative,The hacker boasted to his ring leader that his computer virus had been thwarted.How likely is it that the hacker wanted his computer virus to have been thwarted?,transitive,0.99999,contentful,hacker-boast
22,171,boast,hacker,subject,want,positive,past,negative,The hacker boasted to his ring leader that his computer virus had been thwarted.How likely is it that the hacker wanted his computer virus to have been thwarted?,transitive,0.68,contentful,hacker-boast
22,271,boast,hacker,subject,want,positive,past,negative,The hacker boasted to his ring leader that his computer virus had been thwarted.How likely is it that the hacker wanted his computer virus to have been thwarted?,transitive,0.93,contentful,hacker-boast
22,405,boast,hacker,subject,want,positive,past,negative,The hacker boasted to his ring leader that his computer virus had been thwarted.How likely is it that the hacker wanted his computer virus to have been thwarted?,transitive,0.69,contentful,hacker-boast
22,281,boast,hacker,subject,want,positive,past,negative,The hacker boasted to his ring leader that his computer virus had been thwarted.How likely is it that the hacker wanted his computer virus to have been thwarted?,transitive,0.99999,contentful,hacker-boast
22,140,boast,hacker,subject,want,positive,past,negative,The hacker boasted to his ring leader that his computer virus had been thwarted.How likely is it that the hacker wanted his computer virus to have been thwarted?,transitive,0.76,contentful,hacker-boast
26,104,boast,hacker,subject,want,negative,past,negative,The hacker didn't boast to his ring leader that his computer virus had been thwarted.How likely is it that the hacker wanted his computer virus to have been thwarted?,transitive,0.12,contentful,hacker-boast
26,195,boast,hacker,subject,want,negative,past,negative,The hacker didn't boast to his ring leader that his computer virus had been thwarted.How likely is it that the hacker wanted his computer virus to have been thwarted?,transitive,0.67,contentful,hacker-boast
26,176,boast,hacker,subject,want,negative,past,negative,The hacker didn't boast to his ring leader that his computer virus had been thwarted.How likely is it that the hacker wanted his computer virus to have been thwarted?,transitive,0.23,contentful,hacker-boast
26,222,boast,hacker,subject,want,negative,past,negative,The hacker didn't boast to his ring leader that his computer virus had been thwarted.How likely is it that the hacker wanted his computer virus to have been thwarted?,transitive,0.31,contentful,hacker-boast
26,129,boast,hacker,subject,want,negative,past,negative,The hacker didn't boast to his ring leader that his computer virus had been thwarted.How likely is it that the hacker wanted his computer virus to have been thwarted?,transitive,1e-05,contentful,hacker-boast
26,272,boast,hacker,subject,want,negative,past,negative,The hacker didn't boast to his ring leader that his computer virus had been thwarted.How likely is it that the hacker wanted his computer virus to have been thwarted?,transitive,0.23,contentful,hacker-boast
26,381,boast,hacker,subject,want,negative,past,negative,The hacker didn't boast to his ring leader that his computer virus had been thwarted.How likely is it that the hacker wanted his computer virus to have been thwarted?,transitive,0.05,contentful,hacker-boast
26,348,boast,hacker,subject,want,negative,past,negative,The hacker didn't boast to his ring leader that his computer virus had been thwarted.How likely is it that the hacker wanted his computer virus to have been thwarted?,transitive,0.47,contentful,hacker-boast
26,264,boast,hacker,subject,want,negative,past,negative,The hacker didn't boast to his ring leader that his computer virus had been thwarted.How likely is it that the hacker wanted his computer virus to have been thwarted?,transitive,0.52,contentful,hacker-boast
26,248,boast,hacker,subject,want,negative,past,negative,The hacker didn't boast to his ring leader that his computer virus had been thwarted.How likely is it that the hacker wanted his computer virus to have been thwarted?,transitive,0.01,contentful,hacker-boast
20,150,congratulate,conductor,object,want,positive,future,positive,The conductor congratulated the orchestra that the critic would love their performance.How likely is it that the orchestra wanted the critic to love their performance?,transitive,0.78,contentful,conductor-congratulate
20,188,congratulate,conductor,object,want,positive,future,positive,The conductor congratulated the orchestra that the critic would love their performance.How likely is it that the orchestra wanted the critic to love their performance?,transitive,0.76,contentful,conductor-congratulate
20,147,congratulate,conductor,object,want,positive,future,positive,The conductor congratulated the orchestra that the critic would love their performance.How likely is it that the orchestra wanted the critic to love their performance?,transitive,0.99999,contentful,conductor-congratulate
20,404,congratulate,conductor,object,want,positive,future,positive,The conductor congratulated the orchestra that the critic would love their performance.How likely is it that the orchestra wanted the critic to love their performance?,transitive,0.99999,contentful,conductor-congratulate
20,386,congratulate,conductor,object,want,positive,future,positive,The conductor congratulated the orchestra that the critic would love their performance.How likely is it that the orchestra wanted the critic to love their performance?,transitive,0.99999,contentful,conductor-congratulate
20,230,congratulate,conductor,object,want,positive,future,positive,The conductor congratulated the orchestra that the critic would love their performance.How likely is it that the orchestra wanted the critic to love their performance?,transitive,0.71,contentful,conductor-congratulate
20,153,congratulate,conductor,object,want,positive,future,positive,The conductor congratulated the orchestra that the critic would love their performance.How likely is it that the orchestra wanted the critic to love their performance?,transitive,0.95,contentful,conductor-congratulate
20,284,congratulate,conductor,object,want,positive,future,positive,The conductor congratulated the orchestra that the critic would love their performance.How likely is it that the orchestra wanted the critic to love their performance?,transitive,0.99999,contentful,conductor-congratulate
20,218,congratulate,conductor,object,want,positive,future,positive,The conductor congratulated the orchestra that the critic would love their performance.How likely is it that the orchestra wanted the critic to love their performance?,transitive,0.65,contentful,conductor-congratulate
20,360,congratulate,conductor,object,want,positive,future,positive,The conductor congratulated the orchestra that the critic would love their performance.How likely is it that the orchestra wanted the critic to love their performance?,transitive,0.86,contentful,conductor-congratulate
17,106,congratulate,conductor,object,want,negative,future,positive,The conductor didn't congratulate the orchestra that the critic would love their performance.How likely is it that the orchestra wanted the critic to love their performance?,transitive,0.97,contentful,conductor-congratulate
17,402,congratulate,conductor,object,want,negative,future,positive,The conductor didn't congratulate the orchestra that the critic would love their performance.How likely is it that the orchestra wanted the critic to love their performance?,transitive,0.5,contentful,conductor-congratulate
17,175,congratulate,conductor,object,want,negative,future,positive,The conductor didn't congratulate the orchestra that the critic would love their performance.How likely is it that the orchestra wanted the critic to love their performance?,transitive,0.72,contentful,conductor-congratulate
17,320,congratulate,conductor,object,want,negative,future,positive,The conductor didn't congratulate the orchestra that the critic would love their performance.How likely is it that the orchestra wanted the critic to love their performance?,transitive,0.63,contentful,conductor-congratulate
17,363,congratulate,conductor,object,want,negative,future,positive,The conductor didn't congratulate the orchestra that the critic would love their performance.How likely is it that the orchestra wanted the critic to love their performance?,transitive,0.83,contentful,conductor-congratulate
17,326,congratulate,conductor,object,want,negative,future,positive,The conductor didn't congratulate the orchestra that the critic would love their performance.How likely is it that the orchestra wanted the critic to love their performance?,transitive,0.6,contentful,conductor-congratulate
17,305,congratulate,conductor,object,want,negative,future,positive,The conductor didn't congratulate the orchestra that the critic would love their performance.How likely is it that the orchestra wanted the critic to love their performance?,transitive,0.06,contentful,conductor-congratulate
17,354,congratulate,conductor,object,want,negative,future,positive,The conductor didn't congratulate the orchestra that the critic would love their performance.How likely is it that the orchestra wanted the critic to love their performance?,transitive,0.44,contentful,conductor-congratulate
17,207,congratulate,conductor,object,want,negative,future,positive,The conductor didn't congratulate the orchestra that the critic would love their performance.How likely is it that the orchestra wanted the critic to love their performance?,transitive,0.74,contentful,conductor-congratulate
17,304,congratulate,conductor,object,want,negative,future,positive,The conductor didn't congratulate the orchestra that the critic would love their performance.How likely is it that the orchestra wanted the critic to love their performance?,transitive,0.76,contentful,conductor-congratulate
1,288,congratulate,conductor,object,want,positive,past,positive,The conductor congratulated the orchestra that the critic had loved their performance.How likely is it that the orchestra wanted the critic to have loved their performance?,transitive,0.72,contentful,conductor-congratulate
1,341,congratulate,conductor,object,want,positive,past,positive,The conductor congratulated the orchestra that the critic had loved their performance.How likely is it that the orchestra wanted the critic to have loved their performance?,transitive,0.99999,contentful,conductor-congratulate
1,214,congratulate,conductor,object,want,positive,past,positive,The conductor congratulated the orchestra that the critic had loved their performance.How likely is it that the orchestra wanted the critic to have loved their performance?,transitive,0.73,contentful,conductor-congratulate
1,236,congratulate,conductor,object,want,positive,past,positive,The conductor congratulated the orchestra that the critic had loved their performance.How likely is it that the orchestra wanted the critic to have loved their performance?,transitive,0.82,contentful,conductor-congratulate
1,197,congratulate,conductor,object,want,positive,past,positive,The conductor congratulated the orchestra that the critic had loved their performance.How likely is it that the orchestra wanted the critic to have loved their performance?,transitive,0.99,contentful,conductor-congratulate
1,262,congratulate,conductor,object,want,positive,past,positive,The conductor congratulated the orchestra that the critic had loved their performance.How likely is it that the orchestra wanted the critic to have loved their performance?,transitive,0.99999,contentful,conductor-congratulate
1,173,congratulate,conductor,object,want,positive,past,positive,The conductor congratulated the orchestra that the critic had loved their performance.How likely is it that the orchestra wanted the critic to have loved their performance?,transitive,0.97,contentful,conductor-congratulate
1,120,congratulate,conductor,object,want,positive,past,positive,The conductor congratulated the orchestra that the critic had loved their performance.How likely is it that the orchestra wanted the critic to have loved their performance?,transitive,0.99999,contentful,conductor-congratulate
1,131,congratulate,conductor,object,want,positive,past,positive,The conductor congratulated the orchestra that the critic had loved their performance.How likely is it that the orchestra wanted the critic to have loved their performance?,transitive,0.99999,contentful,conductor-congratulate
1,298,congratulate,conductor,object,want,positive,past,positive,The conductor congratulated the orchestra that the critic had loved their performance.How likely is it that the orchestra wanted the critic to have loved their performance?,transitive,0.84,contentful,conductor-congratulate
16,132,congratulate,conductor,object,want,negative,past,positive,The conductor didn't congratulate the orchestra that the critic had loved their performance.How likely is it that the orchestra wanted the critic to have loved their performance?,transitive,0.9,contentful,conductor-congratulate
16,332,congratulate,conductor,object,want,negative,past,positive,The conductor didn't congratulate the orchestra that the critic had loved their performance.How likely is it that the orchestra wanted the critic to have loved their performance?,transitive,0.89,contentful,conductor-congratulate
16,370,congratulate,conductor,object,want,negative,past,positive,The conductor didn't congratulate the orchestra that the critic had loved their performance.How likely is it that the orchestra wanted the critic to have loved their performance?,transitive,0.95,contentful,conductor-congratulate
16,260,congratulate,conductor,object,want,negative,past,positive,The conductor didn't congratulate the orchestra that the critic had loved their performance.How likely is it that the orchestra wanted the critic to have loved their performance?,transitive,0.85,contentful,conductor-congratulate
