listid,participant,verb,subject,target,consequent,polarity,tense,valence,question,transitivity,response,task,scenario
26,222,convince,inspector,object,believe,negative,future,negative,The inspector didn't convince the police comissioner that the thief would take the ring.How likely is it that the police comissioner believed that the thief would take the ring?,transitive,0.96,contentful,inspector-convince
26,129,convince,inspector,object,believe,negative,future,negative,The inspector didn't convince the police comissioner that the thief would take the ring.How likely is it that the police comissioner believed that the thief would take the ring?,transitive,0.26,contentful,inspector-convince
26,272,convince,inspector,object,believe,negative,future,negative,The inspector didn't convince the police comissioner that the thief would take the ring.How likely is it that the police comissioner believed that the thief would take the ring?,transitive,0.27,contentful,inspector-convince
26,381,convince,inspector,object,believe,negative,future,negative,The inspector didn't convince the police comissioner that the thief would take the ring.How likely is it that the police comissioner believed that the thief would take the ring?,transitive,0.38,contentful,inspector-convince
26,348,convince,inspector,object,believe,negative,future,negative,The inspector didn't convince the police comissioner that the thief would take the ring.How likely is it that the police comissioner believed that the thief would take the ring?,transitive,0.64,contentful,inspector-convince
26,264,convince,inspector,object,believe,negative,future,negative,The inspector didn't convince the police comissioner that the thief would take the ring.How likely is it that the police comissioner believed that the thief would take the ring?,transitive,0.48,contentful,inspector-convince
26,248,convince,inspector,object,believe,negative,future,negative,The inspector didn't convince the police comissioner that the thief would take the ring.How likely is it that the police comissioner believed that the thief would take the ring?,transitive,0.25,contentful,inspector-convince
20,150,boast,hacker,subject,believe,negative,future,negative,The hacker didn't boast to his ring leader that his computer virus would be thwarted.How likely is it that the hacker believed that his computer virus would be thwarted?,transitive,0.15,contentful,hacker-boast
20,188,boast,hacker,subject,believe,negative,future,negative,The hacker didn't boast to his ring leader that his computer virus would be thwarted.How likely is it that the hacker believed that his computer virus would be thwarted?,transitive,0.6,contentful,hacker-boast
20,147,boast,hacker,subject,believe,negative,future,negative,The hacker didn't boast to his ring leader that his computer virus would be thwarted.How likely is it that the hacker believed that his computer virus would be thwarted?,transitive,0.85,contentful,hacker-boast
20,404,boast,hacker,subject,believe,negative,future,negative,The hacker didn't boast to his ring leader that his computer virus would be thwarted.How likely is it that the hacker believed that his computer virus would be thwarted?,transitive,1e-05,contentful,hacker-boast
20,386,boast,hacker,subject,believe,negative,future,negative,The hacker didn't boast to his ring leader that his computer virus would be thwarted.How likely is it that the hacker believed that his computer virus would be thwarted?,transitive,0.64,contentful,hacker-boast
20,230,boast,hacker,subject,believe,negative,future,negative,The hacker didn't boast to his ring leader that his computer virus would be thwarted.How likely is it that the hacker believed that his computer virus would be thwarted?,transitive,0.62,contentful,hacker-boast
20,153,boast,hacker,subject,believe,negative,future,negative,The hacker didn't boast to his ring leader that his computer virus would be thwarted.How likely is it that the hacker believed that his computer virus would be thwarted?,transitive,0.7,contentful,hacker-boast
20,284,boast,hacker,subject,believe,negative,future,negative,The hacker didn't boast to his ring leader that his computer virus would be thwarted.How likely is it that the hacker believed that his computer virus would be thwarted?,transitive,0.5,contentful,hacker-boast
20,218,boast,hacker,subject,believe,negative,future,negative,The hacker didn't boast to his ring leader that his computer virus would be thwarted.How likely is it that the hacker believed that his computer virus would be thwarted?,transitive,0.87,contentful,hacker-boast
20,360,boast,hacker,subject,believe,negative,future,negative,The hacker didn't boast to his ring leader that his computer virus would be thwarted.How likely is it that the hacker believed that his computer virus would be thwarted?,transitive,0.24,contentful,hacker-boast
17,106,boast,hacker,subject,believe,positive,future,negative,The hacker boasted to his ring leader that his computer virus would be thwarted.How likely is it that the hacker believed that his computer virus would be thwarted?,transitive,0.75,contentful,hacker-boast
17,402,boast,hacker,subject,believe,positive,future,negative,The hacker boasted to his ring leader that his computer virus would be thwarted.How likely is it that the hacker believed that his computer virus would be thwarted?,transitive,0.78,contentful,hacker-boast
17,175,boast,hacker,subject,believe,positive,future,negative,The hacker boasted to his ring leader that his computer virus would be thwarted.How likely is it that the hacker believed that his computer virus would be thwarted?,transitive,0.72,contentful,hacker-boast
17,320,boast,hacker,subject,believe,positive,future,negative,The hacker boasted to his ring leader that his computer virus would be thwarted.How likely is it that the hacker believed that his computer virus would be thwarted?,transitive,0.67,contentful,hacker-boast
17,363,boast,hacker,subject,believe,positive,future,negative,The hacker boasted to his ring leader that his computer virus would be thwarted.How likely is it that the hacker believed that his computer virus would be thwarted?,transitive,0.81,contentful,hacker-boast
17,326,boast,hacker,subject,believe,positive,future,negative,The hacker boasted to his ring leader that his computer virus would be thwarted.How likely is it that the hacker believed that his computer virus would be thwarted?,transitive,0.86,contentful,hacker-boast
17,305,boast,hacker,subject,believe,positive,future,negative,The hacker boasted to his ring leader that his computer virus would be thwarted.How likely is it that the hacker believed that his computer virus would be thwarted?,transitive,0.73,contentful,hacker-boast
17,354,boast,hacker,subject,believe,positive,future,negative,The hacker boasted to his ring leader that his computer virus would be thwarted.How likely is it that the hacker believed that his computer virus would be thwarted?,transitive,0.88,contentful,hacker-boast
17,207,boast,hacker,subject,believe,positive,future,negative,The hacker boasted to his ring leader that his computer virus would be thwarted.How likely is it that the hacker believed that his computer virus would be thwarted?,transitive,0.94,contentful,hacker-boast
17,304,boast,hacker,subject,believe,positive,future,negative,The hacker boasted to his ring leader that his computer virus would be thwarted.How likely is it that the hacker believed that his computer virus would be thwarted?,transitive,0.85,contentful,hacker-boast
1,288,boast,hacker,subject,believe,negative,past,negative,The hacker didn't boast to his ring leader that his computer virus had been thwarted.How likely is it that the hacker believed that his computer virus had been thwarted?,transitive,0.33,contentful,hacker-boast
1,341,boast,hacker,subject,believe,negative,past,negative,The hacker didn't boast to his ring leader that his computer virus had been thwarted.How likely is it that the hacker believed that his computer virus had been thwarted?,transitive,0.55,contentful,hacker-boast
1,214,boast,hacker,subject,believe,negative,past,negative,The hacker didn't boast to his ring leader that his computer virus had been thwarted.How likely is it that the hacker believed that his computer virus had been thwarted?,transitive,0.37,contentful,hacker-boast
1,236,boast,hacker,subject,believe,negative,past,negative,The hacker didn't boast to his ring leader that his computer virus had been thwarted.How likely is it that the hacker believed that his computer virus had been thwarted?,transitive,0.52,contentful,hacker-boast
1,197,boast,hacker,subject,believe,negative,past,negative,The hacker didn't boast to his ring leader that his computer virus had been thwarted.How likely is it that the hacker believed that his computer virus had been thwarted?,transitive,0.22,contentful,hacker-boast
1,262,boast,hacker,subject,believe,negative,past,negative,The hacker didn't boast to his ring leader that his computer virus had been thwarted.How likely is it that the hacker believed that his computer virus had been thwarted?,transitive,0.2,contentful,hacker-boast
1,173,boast,hacker,subject,believe,negative,past,negative,The hacker didn't boast to his ring leader that his computer virus had been thwarted.How likely is it that the hacker believed that his computer virus had been thwarted?,transitive,0.92,contentful,hacker-boast
1,120,boast,hacker,subject,believe,negative,past,negative,The hacker didn't boast to his ring leader that his computer virus had been thwarted.How likely is it that the hacker believed that his computer virus had been thwarted?,transitive,0.7,contentful,hacker-boast
1,131,boast,hacker,subject,believe,negative,past,negative,The hacker didn't boast to his ring leader that his computer virus had been thwarted.How likely is it that the hacker believed that his computer virus had been thwarted?,transitive,0.99999,contentful,hacker-boast
1,298,boast,hacker,subject,believe,negative,past,negative,The hacker didn't boast to his ring leader that his computer virus had been thwarted.How likely is it that the hacker believed that his computer virus had been thwarted?,transitive,0.31,contentful,hacker-boast
16,132,boast,hacker,subject,believe,positive,past,negative,The hacker boasted to his ring leader that his computer virus had been thwarted.How likely is it that the hacker believed that his computer virus had been thwarted?,transitive,0.89,contentful,hacker-boast
16,332,boast,hacker,subject,believe,positive,past,negative,The hacker boasted to his ring leader that his computer virus had been thwarted.How likely is it that the hacker believed that his computer virus had been thwarted?,transitive,0.88,contentful,hacker-boast
16,370,boast,hacker,subject,believe,positive,past,negative,The hacker boasted to his ring leader that his computer virus had been thwarted.How likely is it that the hacker believed that his computer virus had been thwarted?,transitive,0.99,contentful,hacker-boast
16,260,boast,hacker,subject,believe,positive,past,negative,The hacker boasted to his ring leader that his computer virus had been thwarted.How likely is it that the hacker believed that his computer virus had been thwarted?,transitive,0.97,contentful,hacker-boast
16,276,boast,hacker,subject,believe,positive,past,negative,The hacker boasted to his ring leader that his computer virus had been thwarted.How likely is it that the hacker believed that his computer virus had been thwarted?,transitive,0.99999,contentful,hacker-boast
16,136,boast,hacker,subject,believe,positive,past,negative,The hacker boasted to his ring leader that his computer virus had been thwarted.How likely is it that the hacker believed that his computer virus had been thwarted?,transitive,0.55,contentful,hacker-boast
16,185,boast,hacker,subject,believe,positive,past,negative,The hacker boasted to his ring leader that his computer virus had been thwarted.How likely is it that the hacker believed that his computer virus had been thwarted?,transitive,0.99999,contentful,hacker-boast
16,241,boast,hacker,subject,believe,positive,past,negative,The hacker boasted to his ring leader that his computer virus had been thwarted.How likely is it that the hacker believed that his computer virus had been thwarted?,transitive,0.99999,contentful,hacker-boast
16,317,boast,hacker,subject,believe,positive,past,negative,The hacker boasted to his ring leader that his computer virus had been thwarted.How likely is it that the hacker believed that his computer virus had been thwarted?,transitive,0.99999,contentful,hacker-boast
16,102,boast,hacker,subject,believe,positive,past,negative,The hacker boasted to his ring leader that his computer virus had been thwarted.How likely is it that the hacker believed that his computer virus had been thwarted?,transitive,0.99,contentful,hacker-boast
4,310,congratulate,conductor,object,believe,negative,future,positive,The conductor didn't congratulate the orchestra that the critic would love their performance.How likely is it that the orchestra believed that the critic would love their performance?,transitive,0.4,contentful,conductor-congratulate
4,419,congratulate,conductor,object,believe,negative,future,positive,The conductor didn't congratulate the orchestra that the critic would love their performance.How likely is it that the orchestra believed that the critic would love their performance?,transitive,0.11,contentful,conductor-congratulate
4,107,congratulate,conductor,object,believe,negative,future,positive,The conductor didn't congratulate the orchestra that the critic would love their performance.How likely is it that the orchestra believed that the critic would love their performance?,transitive,0.4,contentful,conductor-congratulate
4,359,congratulate,conductor,object,believe,negative,future,positive,The conductor didn't congratulate the orchestra that the critic would love their performance.How likely is it that the orchestra believed that the critic would love their performance?,transitive,0.17,contentful,conductor-congratulate
4,408,congratulate,conductor,object,believe,negative,future,positive,The conductor didn't congratulate the orchestra that the critic would love their performance.How likely is it that the orchestra believed that the critic would love their performance?,transitive,0.4,contentful,conductor-congratulate
4,259,congratulate,conductor,object,believe,negative,future,positive,The conductor didn't congratulate the orchestra that the critic would love their performance.How likely is it that the orchestra believed that the critic would love their performance?,transitive,0.6,contentful,conductor-congratulate
4,286,congratulate,conductor,object,believe,negative,future,positive,The conductor didn't congratulate the orchestra that the critic would love their performance.How likely is it that the orchestra believed that the critic would love their performance?,transitive,0.35,contentful,conductor-congratulate
4,376,congratulate,conductor,object,believe,negative,future,positive,The conductor didn't congratulate the orchestra that the critic would love their performance.How likely is it that the orchestra believed that the critic would love their performance?,transitive,0.14,contentful,conductor-congratulate
4,174,congratulate,conductor,object,believe,negative,future,positive,The conductor didn't congratulate the orchestra that the critic would love their performance.How likely is it that the orchestra believed that the critic would love their performance?,transitive,0.68,contentful,conductor-congratulate
4,199,congratulate,conductor,object,believe,negative,future,positive,The conductor didn't congratulate the orchestra that the critic would love their performance.How likely is it that the orchestra believed that the critic would love their performance?,transitive,0.5,contentful,conductor-congratulate
27,374,congratulate,conductor,object,believe,positive,future,positive,The conductor congratulated the orchestra that the critic would love their performance.How likely is it that the orchestra believed that the critic would love their performance?,transitive,0.71,contentful,conductor-congratulate
27,238,congratulate,conductor,object,believe,positive,future,positive,The conductor congratulated the orchestra that the critic would love their performance.How likely is it that the orchestra believed that the critic would love their performance?,transitive,0.74,contentful,conductor-congratulate
27,397,congratulate,conductor,object,believe,positive,future,positive,The conductor congratulated the orchestra that the critic would love their performance.How likely is it that the orchestra believed that the critic would love their performance?,transitive,0.95,contentful,conductor-congratulate
27,356,congratulate,conductor,object,believe,positive,future,positive,The conductor congratulated the orchestra that the critic would love their performance.How likely is it that the orchestra believed that the critic would love their performance?,transitive,0.95,contentful,conductor-congratulate
27,198,congratulate,conductor,object,believe,positive,future,positive,The conductor congratulated the orchestra that the critic would love their performance.How likely is it that the orchestra believed that the critic would love their performance?,transitive,0.57,contentful,conductor-congratulate
27,291,congratulate,conductor,object,believe,positive,future,positive,The conductor congratulated the orchestra that the critic would love their performance.How likely is it that the orchestra believed that the critic would love their performance?,transitive,0.99999,contentful,conductor-congratulate
27,122,congratulate,conductor,object,believe,positive,future,positive,The conductor congratulated the orchestra that the critic would love their performance.How likely is it that the orchestra believed that the critic would love their performance?,transitive,0.94,contentful,conductor-congratulate
27,226,congratulate,conductor,object,believe,positive,future,positive,The conductor congratulated the orchestra that the critic would love their performance.How likely is it that the orchestra believed that the critic would love their performance?,transitive,0.93,contentful,conductor-congratulate
27,401,congratulate,conductor,object,believe,positive,future,positive,The conductor congratulated the orchestra that the critic would love their performance.How likely is it that the orchestra believed that the critic would love their performance?,transitive,0.99999,contentful,conductor-congratulate
27,300,congratulate,conductor,object,believe,positive,future,positive,The conductor congratulated the orchestra that the critic would love their performance.How likely is it that the orchestra believed that the critic would love their performance?,transitive,0.87,contentful,conductor-congratulate
22,365,congratulate,conductor,object,believe,negative,past,positive,The conductor didn't congratulate the orchestra that the critic had loved their performance.How likely is it that the orchestra believed that the critic had loved their performance?,transitive,0.98,contentful,conductor-congratulate
22,209,congratulate,conductor,object,believe,negative,past,positive,The conductor didn't congratulate the orchestra that the critic had loved their performance.How likely is it that the orchestra believed that the critic had loved their performance?,transitive,0.81,contentful,conductor-congratulate
22,337,congratulate,conductor,object,believe,negative,past,positive,The conductor didn't congratulate the orchestra that the critic had loved their performance.How likely is it that the orchestra believed that the critic had loved their performance?,transitive,0.7,contentful,conductor-congratulate
22,244,congratulate,conductor,object,believe,negative,past,positive,The conductor didn't congratulate the orchestra that the critic had loved their performance.How likely is it that the orchestra believed that the critic had loved their performance?,transitive,0.22,contentful,conductor-congratulate
22,112,congratulate,conductor,object,believe,negative,past,positive,The conductor didn't congratulate the orchestra that the critic had loved their performance.How likely is it that the orchestra believed that the critic had loved their performance?,transitive,0.4,contentful,conductor-congratulate
22,171,congratulate,conductor,object,believe,negative,past,positive,The conductor didn't congratulate the orchestra that the critic had loved their performance.How likely is it that the orchestra believed that the critic had loved their performance?,transitive,0.25,contentful,conductor-congratulate
22,271,congratulate,conductor,object,believe,negative,past,positive,The conductor didn't congratulate the orchestra that the critic had loved their performance.How likely is it that the orchestra believed that the critic had loved their performance?,transitive,0.5,contentful,conductor-congratulate
22,405,congratulate,conductor,object,believe,negative,past,positive,The conductor didn't congratulate the orchestra that the critic had loved their performance.How likely is it that the orchestra believed that the critic had loved their performance?,transitive,0.5,contentful,conductor-congratulate
22,281,congratulate,conductor,object,believe,negative,past,positive,The conductor didn't congratulate the orchestra that the critic had loved their performance.How likely is it that the orchestra believed that the critic had loved their performance?,transitive,0.86,contentful,conductor-congratulate
22,140,congratulate,conductor,object,believe,negative,past,positive,The conductor didn't congratulate the orchestra that the critic had loved their performance.How likely is it that the orchestra believed that the critic had loved their performance?,transitive,0.23,contentful,conductor-congratulate
26,104,congratulate,conductor,object,believe,positive,past,positive,The conductor congratulated the orchestra that the critic had loved their performance.How likely is it that the orchestra believed that the critic had loved their performance?,transitive,0.92,contentful,conductor-congratulate
26,195,congratulate,conductor,object,believe,positive,past,positive,The conductor congratulated the orchestra that the critic had loved their performance.How likely is it that the orchestra believed that the critic had loved their performance?,transitive,0.87,contentful,conductor-congratulate
26,176,congratulate,conductor,object,believe,positive,past,positive,The conductor congratulated the orchestra that the critic had loved their performance.How likely is it that the orchestra believed that the critic had loved their performance?,transitive,0.76,contentful,conductor-congratulate
