listid,participant,verb,subject,target,consequent,polarity,tense,valence,question,transitivity,response,task,scenario
9,162,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,1e-05,templatic,
9,372,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.99999,templatic,
29,193,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.92,templatic,
29,328,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.93,templatic,
29,413,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.99999,templatic,
29,168,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.97,templatic,
29,373,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.25,templatic,
29,382,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.74,templatic,
29,223,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.99999,templatic,
29,114,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.6,templatic,
29,233,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.75,templatic,
29,400,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.62,templatic,
11,128,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.08,templatic,
11,201,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.07,templatic,
11,160,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,1e-05,templatic,
11,215,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.24,templatic,
11,159,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.25,templatic,
11,302,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.14,templatic,
11,273,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.19,templatic,
11,139,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,1e-05,templatic,
11,278,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.13,templatic,
11,133,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.46,templatic,
3,210,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.25,templatic,
3,265,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,1e-05,templatic,
3,184,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.5,templatic,
3,101,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.38,templatic,
3,378,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.41,templatic,
3,182,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.17,templatic,
3,333,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,1e-05,templatic,
3,237,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.27,templatic,
3,364,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.28,templatic,
3,221,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.15,templatic,
24,399,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.17,templatic,
24,158,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.81,templatic,
24,336,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.09,templatic,
24,398,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.94,templatic,
24,322,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.96,templatic,
24,375,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.01,templatic,
24,416,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.95,templatic,
24,186,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.9,templatic,
24,105,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.99,templatic,
24,115,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.23,templatic,
30,324,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.88,templatic,
30,315,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.6,templatic,
30,245,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.99999,templatic,
30,239,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.41,templatic,
30,343,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.4,templatic,
30,191,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.31,templatic,
30,334,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.69,templatic,
30,301,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.9,templatic,
30,409,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.8,templatic,
30,269,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.99999,templatic,
25,144,persuade,A,object,believe,negative,future,neutral,A didn't persuade B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.1,templatic,
25,292,persuade,A,object,believe,negative,future,neutral,A didn't persuade B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.09,templatic,
25,318,persuade,A,object,believe,negative,future,neutral,A didn't persuade B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.46,templatic,
25,242,persuade,A,object,believe,negative,future,neutral,A didn't persuade B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.07,templatic,
25,403,persuade,A,object,believe,negative,future,neutral,A didn't persuade B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.34,templatic,
25,355,persuade,A,object,believe,negative,future,neutral,A didn't persuade B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.65,templatic,
25,412,persuade,A,object,believe,negative,future,neutral,A didn't persuade B that C would happen.How likely is it thatB believed that C would happen?,transitive,1e-05,templatic,
25,119,persuade,A,object,believe,negative,future,neutral,A didn't persuade B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.24,templatic,
25,251,persuade,A,object,believe,negative,future,neutral,A didn't persuade B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.33,templatic,
25,255,persuade,A,object,believe,negative,future,neutral,A didn't persuade B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.42,templatic,
8,196,persuade,A,object,believe,negative,future,neutral,A didn't persuade B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.25,templatic,
8,203,persuade,A,object,believe,negative,future,neutral,A didn't persuade B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.08,templatic,
8,369,persuade,A,object,believe,negative,future,neutral,A didn't persuade B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.2,templatic,
8,208,persuade,A,object,believe,negative,future,neutral,A didn't persuade B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.05,templatic,
8,240,persuade,A,object,believe,negative,future,neutral,A didn't persuade B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.39,templatic,
8,257,persuade,A,object,believe,negative,future,neutral,A didn't persuade B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.39,templatic,
8,385,persuade,A,object,believe,negative,future,neutral,A didn't persuade B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.5,templatic,
8,391,persuade,A,object,believe,negative,future,neutral,A didn't persuade B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.06,templatic,
8,261,persuade,A,object,believe,negative,future,neutral,A didn't persuade B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.06,templatic,
8,156,persuade,A,object,believe,negative,future,neutral,A didn't persuade B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.41,templatic,
0,361,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.34,templatic,
0,154,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.79,templatic,
0,166,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.59,templatic,
0,138,persuade,A,object,believe,positive,future,neutral,"A persuaded B that C <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-5"">would</i> happen.How likely <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-6"">is</i> it thatB believed that C <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-5"">would</i> happen?",transitive,0.32,templatic,
0,352,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.96,templatic,
0,118,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.85,templatic,
0,351,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.43,templatic,
0,179,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.5,templatic,
0,316,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.75,templatic,
0,266,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.95,templatic,
31,309,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.72,templatic,
31,339,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.78,templatic,
31,190,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.71,templatic,
31,285,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.65,templatic,
31,247,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.87,templatic,
31,384,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.93,templatic,
31,178,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.65,templatic,
31,100,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.77,templatic,
31,389,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.23,templatic,
31,357,persuade,A,object,believe,positive,future,neutral,A persuaded B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.89,templatic,
2,211,persuade,A,object,believe,negative,past,neutral,"<font color=""#178a68"" data-darkreader-inline-color="""" style=""--darkreader-inline-color:#73e8c5;"">A</font> didn't persuade <font color=""#d95f02"" data-darkreader-inline-color="""" style=""--darkreader-inline-color:#fd8b35;"">B</font> that <font color=""#7570b3"" data-darkreader-inline-color="""" style=""--darkreader-inline-color:#7a8fb8;"">C</font> happened.How likely is it that<font color=""#d95f02"" data-darkreader-inline-color="""" style=""--darkreader-inline-color:#fd8b35;"">B</font> believed that <font color=""#7570b3"" data-darkreader-inline-color="""" style=""--darkreader-inline-color:#7a8fb8;"">C</font> happened?",transitive,0.15,templatic,
2,277,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.67,templatic,
2,274,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.37,templatic,
2,388,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.35,templatic,
2,367,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.08,templatic,
2,345,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.37,templatic,
2,127,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.5,templatic,
2,121,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.16,templatic,
2,329,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.5,templatic,
2,167,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.22,templatic,
6,325,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.68,templatic,
6,249,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.82,templatic,
6,224,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.72,templatic,
6,125,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.3,templatic,
6,270,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.33,templatic,
6,313,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.71,templatic,
6,319,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.27,templatic,
6,235,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.1,templatic,
6,170,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.23,templatic,
6,353,persuade,A,object,believe,negative,past,neutral,A didn't persuade B that C happened.How likely is it thatB believed that C happened?,transitive,0.71,templatic,
5,406,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.99999,templatic,
5,275,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.99999,templatic,
5,146,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.81,templatic,
5,192,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.99999,templatic,
5,344,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.14,templatic,
5,379,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.99999,templatic,
5,145,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.75,templatic,
5,163,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.78,templatic,
5,225,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.35,templatic,
5,172,persuade,A,object,believe,positive,past,neutral,"<font color=""#178a68"" data-darkreader-inline-color="""" style=""--darkreader-inline-color:#a9cdba;"">A</font> persuaded <font color=""#d95f02"" data-darkreader-inline-color="""" style=""--darkreader-inline-color:#bd936f;"">B</font> that <font color=""#7570b3"" data-darkreader-inline-color="""" style=""--darkreader-inline-color:#868b94;"">C</font> happened.How likely is it that<font color=""#d95f02"" data-darkreader-inline-color="""" style=""--darkreader-inline-color:#bd936f;"">B</font> believed that <font color=""#7570b3"" data-darkreader-inline-color="""" style=""--darkreader-inline-color:#868b94;"">C</font> happened?",transitive,0.99999,templatic,
14,294,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.3,templatic,
14,181,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.99,templatic,
14,202,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.9,templatic,
14,142,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.48,templatic,
14,148,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.67,templatic,
14,143,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.7,templatic,
14,246,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.69,templatic,
14,303,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.63,templatic,
14,103,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.74,templatic,
14,279,persuade,A,object,believe,positive,past,neutral,A persuaded B that C happened.How likely is it thatB believed that C happened?,transitive,0.84,templatic,
10,252,congratulate,A,object,believe,negative,future,neutral,A didn't congratulate B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.44,templatic,
10,362,congratulate,A,object,believe,negative,future,neutral,A didn't congratulate B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.65,templatic,
10,312,congratulate,A,object,believe,negative,future,neutral,A didn't congratulate B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.5,templatic,
10,268,congratulate,A,object,believe,negative,future,neutral,A didn't congratulate B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.16,templatic,
10,295,congratulate,A,object,believe,negative,future,neutral,A didn't congratulate B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.41,templatic,
10,183,congratulate,A,object,believe,negative,future,neutral,A didn't congratulate B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.4,templatic,
10,263,congratulate,A,object,believe,negative,future,neutral,A didn't congratulate B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.5,templatic,
10,109,congratulate,A,object,believe,negative,future,neutral,A didn't congratulate B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.99999,templatic,
10,149,congratulate,A,object,believe,negative,future,neutral,A didn't congratulate B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.99999,templatic,
10,311,congratulate,A,object,believe,negative,future,neutral,A didn't congratulate B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.7,templatic,
18,254,congratulate,A,object,believe,negative,past,neutral,A didn't congratulate B that C happened.How likely is it thatB believed that C happened?,transitive,0.75,templatic,
18,331,congratulate,A,object,believe,negative,past,neutral,A didn't congratulate B that C happened.How likely is it thatB believed that C happened?,transitive,0.43,templatic,
18,243,congratulate,A,object,believe,negative,past,neutral,A didn't congratulate B that C happened.How likely is it thatB believed that C happened?,transitive,0.88,templatic,
18,418,congratulate,A,object,believe,negative,past,neutral,A didn't congratulate B that C happened.How likely is it thatB believed that C happened?,transitive,0.74,templatic,
18,267,congratulate,A,object,believe,negative,past,neutral,A didn't congratulate B that C happened.How likely is it thatB believed that C happened?,transitive,0.99999,templatic,
18,253,congratulate,A,object,believe,negative,past,neutral,A didn't congratulate B that C happened.How likely is it thatB believed that C happened?,transitive,0.29,templatic,
18,204,congratulate,A,object,believe,negative,past,neutral,A didn't congratulate B that C happened.How likely is it thatB believed that C happened?,transitive,0.5,templatic,
18,387,congratulate,A,object,believe,negative,past,neutral,A didn't congratulate B that C happened.How likely is it thatB believed that C happened?,transitive,0.49,templatic,
18,377,congratulate,A,object,believe,negative,past,neutral,A didn't congratulate B that C happened.How likely is it thatB believed that C happened?,transitive,0.71,templatic,
18,217,congratulate,A,object,believe,negative,past,neutral,A didn't congratulate B that C happened.How likely is it thatB believed that C happened?,transitive,0.53,templatic,
9,380,congratulate,A,object,believe,positive,past,neutral,A congratulated B that C happened.How likely is it thatB believed that C happened?,transitive,0.99999,templatic,
9,180,congratulate,A,object,believe,positive,past,neutral,A congratulated B that C happened.How likely is it thatB believed that C happened?,transitive,0.92,templatic,
9,157,congratulate,A,object,believe,positive,past,neutral,A congratulated B that C happened.How likely is it thatB believed that C happened?,transitive,0.99999,templatic,
9,227,congratulate,A,object,believe,positive,past,neutral,A congratulated B that C happened.How likely is it thatB believed that C happened?,transitive,0.33,templatic,
9,216,congratulate,A,object,believe,positive,past,neutral,A congratulated B that C happened.How likely is it thatB believed that C happened?,transitive,0.75,templatic,
9,280,congratulate,A,object,believe,positive,past,neutral,A congratulated B that C happened.How likely is it thatB believed that C happened?,transitive,0.5,templatic,
9,358,congratulate,A,object,believe,positive,past,neutral,A congratulated B that C happened.How likely is it thatB believed that C happened?,transitive,0.99999,templatic,
9,299,congratulate,A,object,believe,positive,past,neutral,A congratulated B that C happened.How likely is it thatB believed that C happened?,transitive,0.8,templatic,
9,162,congratulate,A,object,believe,positive,past,neutral,A congratulated B that C happened.How likely is it thatB believed that C happened?,transitive,0.99999,templatic,
9,372,congratulate,A,object,believe,positive,past,neutral,A congratulated B that C happened.How likely is it thatB believed that C happened?,transitive,0.99999,templatic,
29,193,congratulate,A,object,believe,positive,future,neutral,A congratulated B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.66,templatic,
29,328,congratulate,A,object,believe,positive,future,neutral,A congratulated B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.84,templatic,
29,413,congratulate,A,object,believe,positive,future,neutral,A congratulated B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.69,templatic,
29,168,congratulate,A,object,believe,positive,future,neutral,A congratulated B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.92,templatic,
29,373,congratulate,A,object,believe,positive,future,neutral,A congratulated B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.9,templatic,
29,382,congratulate,A,object,believe,positive,future,neutral,A congratulated B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.74,templatic,
29,223,congratulate,A,object,believe,positive,future,neutral,A congratulated B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.93,templatic,
29,114,congratulate,A,object,believe,positive,future,neutral,A congratulated B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.49,templatic,
29,233,congratulate,A,object,believe,positive,future,neutral,A congratulated B that C would happen.How likely is it thatB believed that C would happen?,transitive,0.5,templatic,
